order_id,product_id,unit_price,quantity,discount,total_sale,soma,repeticoes_doid,media,ano_mes
10277,62,"39,40",12,0,"472,8","1200,8",2,"600,4",1996-08
10278,44,"15,50",16,0,248,"1488,8",4,"372,2",1996-08
10278,59,"44,00",15,0,660,"1488,8",4,"372,2",1996-08
10278,63,"35,10",8,0,"280,8","1488,8",4,"372,2",1996-08
10278,73,"12,00",25,0,300,"1488,8",4,"372,2",1996-08
10279,17,"31,20",15,"0,25",351,351,1,351,1996-08
10280,24,"3,60",12,0,"43,2","613,2",3,"204,4",1996-08
10280,55,"19,20",20,0,384,"613,2",3,"204,4",1996-08
10280,75,"6,20",30,0,186,"613,2",3,"204,4",1996-08
10281,19,"7,30",1,0,"7,3","86,5",3,"28,83333333",1996-08
10281,24,"3,60",6,0,"21,6","86,5",3,"28,83333333",1996-08
10281,35,"14,40",4,0,"57,6","86,5",3,"28,83333333",1996-08
10282,30,"20,70",6,0,"124,2","155,4",2,"77,7",1996-08
10282,57,"15,60",2,0,"31,2","155,4",2,"77,7",1996-08
10283,15,"12,40",20,0,248,"1414,8",4,"353,7",1996-08
10283,19,"7,30",18,0,"131,4","1414,8",4,"353,7",1996-08
10283,60,"27,20",35,0,952,"1414,8",4,"353,7",1996-08
10283,72,"27,80",3,0,"83,4","1414,8",4,"353,7",1996-08
10284,27,"35,10",15,"0,25","394,875","1170,375",4,"292,59375",1996-08
10284,44,"15,50",21,0,"325,5","1170,375",4,"292,59375",1996-08
10284,60,"27,20",20,"0,25",408,"1170,375",4,"292,59375",1996-08
10284,67,"11,20",5,"0,25",42,"1170,375",4,"292,59375",1996-08
10285,1,"14,40",45,"0,2","518,4","1743,36",3,"581,12",1996-08
10285,40,"14,70",40,"0,2","470,4","1743,36",3,"581,12",1996-08
10285,53,"26,20",36,"0,2","754,56","1743,36",3,"581,12",1996-08
10286,35,"14,40",100,0,1440,3016,2,1508,1996-08
10286,62,"39,40",40,0,1576,3016,2,1508,1996-08
10287,16,"13,90",40,"0,15","472,6",819,3,273,1996-08
10287,34,"11,20",20,0,224,819,3,273,1996-08
10287,46,"9,60",15,"0,15","122,4",819,3,273,1996-08
10288,54,"5,90",10,"0,1","53,1","80,1",2,"40,05",1996-08
10288,68,"10,00",3,"0,1",27,"80,1",2,"40,05",1996-08
10289,3,"8,00",30,0,240,"479,4",2,"239,7",1996-08
10289,64,"26,60",9,0,"239,4","479,4",2,"239,7",1996-08
10290,5,"17,00",20,0,340,2169,4,"542,25",1996-08
10290,29,"99,00",15,0,1485,2169,4,"542,25",1996-08
10290,49,"16,00",15,0,240,2169,4,"542,25",1996-08
10290,77,"10,40",10,0,104,2169,4,"542,25",1996-08
10291,13,"4,80",20,"0,1","86,4","497,52",3,"165,84",1996-08
10291,44,"15,50",24,"0,1","334,8","497,52",3,"165,84",1996-08
10291,51,"42,40",2,"0,1","76,32","497,52",3,"165,84",1996-08
10292,20,"64,80",20,0,1296,1296,1,1296,1996-08
10293,18,"50,00",12,0,600,"848,7",4,"212,175",1996-08
10293,24,"3,60",10,0,36,"848,7",4,"212,175",1996-08
10293,63,"35,10",5,0,"175,5","848,7",4,"212,175",1996-08
10293,75,"6,20",6,0,"37,2","848,7",4,"212,175",1996-08
10294,1,"14,40",18,0,"259,2","1887,6",5,"377,52",1996-08
10294,17,"31,20",15,0,468,"1887,6",5,"377,52",1996-08
10294,43,"36,80",15,0,552,"1887,6",5,"377,52",1996-08
10294,60,"27,20",21,0,"571,2","1887,6",5,"377,52",1996-08
10294,75,"6,20",6,0,"37,2","1887,6",5,"377,52",1996-08
10295,56,"30,40",4,0,"121,6","121,6",1,"121,6",1996-09
10296,11,"16,80",12,0,"201,6","1050,6",3,"350,2",1996-09
10296,16,"13,90",30,0,417,"1050,6",3,"350,2",1996-09
10296,69,"28,80",15,0,432,"1050,6",3,"350,2",1996-09
10297,39,"14,40",60,0,864,1420,2,710,1996-09
10297,72,"27,80",20,0,556,1420,2,710,1996-09
10298,2,"15,20",40,0,608,2645,4,"661,25",1996-09
10298,36,"15,20",40,"0,25",456,2645,4,"661,25",1996-09
10298,59,"44,00",30,"0,25",990,2645,4,"661,25",1996-09
10298,62,"39,40",15,0,591,2645,4,"661,25",1996-09
10299,19,"7,30",15,0,"109,5","349,5",2,"174,75",1996-09
10299,70,"12,00",20,0,240,"349,5",2,"174,75",1996-09
10300,66,"13,60",30,0,408,608,2,304,1996-09
10300,68,"10,00",20,0,200,608,2,304,1996-09
10301,40,"14,70",10,0,147,755,2,"377,5",1996-09
10301,56,"30,40",20,0,608,755,2,"377,5",1996-09
10302,17,"31,20",40,0,1248,"2708,8",3,"902,9333333",1996-09
10302,28,"36,40",28,0,"1019,2","2708,8",3,"902,9333333",1996-09
10302,43,"36,80",12,0,"441,6","2708,8",3,"902,9333333",1996-09
10303,40,"14,70",40,"0,1","529,2","1117,8",3,"372,6",1996-09
10303,65,"16,80",30,"0,1","453,6","1117,8",3,"372,6",1996-09
10303,68,"10,00",15,"0,1",135,"1117,8",3,"372,6",1996-09
10304,49,"16,00",30,0,480,"954,4",3,"318,1333333",1996-09
10304,59,"44,00",10,0,440,"954,4",3,"318,1333333",1996-09
10304,71,"17,20",2,0,"34,4","954,4",3,"318,1333333",1996-09
10305,18,"50,00",25,"0,1",1125,"3741,3",3,"1247,1",1996-09
10305,29,"99,00",25,"0,1","2227,5","3741,3",3,"1247,1",1996-09
10305,39,"14,40",30,"0,1","388,8","3741,3",3,"1247,1",1996-09
10306,30,"20,70",10,0,207,"498,5",3,"166,1666667",1996-09
10306,53,"26,20",10,0,262,"498,5",3,"166,1666667",1996-09
10306,54,"5,90",5,0,"29,5","498,5",3,"166,1666667",1996-09
10307,62,"39,40",10,0,394,424,2,212,1996-09
10307,68,"10,00",3,0,30,424,2,212,1996-09
10308,69,"28,80",1,0,"28,8","88,8",2,"44,4",1996-09
10308,70,"12,00",5,0,60,"88,8",2,"44,4",1996-09
10309,4,"17,60",20,0,352,1762,5,"352,4",1996-09
10309,6,"20,00",30,0,600,1762,5,"352,4",1996-09
10309,42,"11,20",2,0,"22,4",1762,5,"352,4",1996-09
10309,43,"36,80",20,0,736,1762,5,"352,4",1996-09
10309,71,"17,20",3,0,"51,6",1762,5,"352,4",1996-09
10310,16,"13,90",10,0,139,336,2,168,1996-09
10310,62,"39,40",5,0,197,336,2,168,1996-09
10311,42,"11,20",6,0,"67,2","268,8",2,"134,4",1996-09
10311,69,"28,80",7,0,"201,6","268,8",2,"134,4",1996-09
10312,28,"36,40",4,0,"145,6","1614,8",4,"403,7",1996-09
10312,43,"36,80",24,0,"883,2","1614,8",4,"403,7",1996-09
10312,53,"26,20",20,0,524,"1614,8",4,"403,7",1996-09
10312,75,"6,20",10,0,62,"1614,8",4,"403,7",1996-09
10313,36,"15,20",12,0,"182,4","182,4",1,"182,4",1996-09
10314,32,"25,60",40,"0,1","921,6","2094,3",3,"698,1",1996-09
10314,58,"10,60",30,"0,1","286,2","2094,3",3,"698,1",1996-09
10314,62,"39,40",25,"0,1","886,5","2094,3",3,"698,1",1996-09
10315,34,"11,20",14,0,"156,8","516,8",2,"258,4",1996-09
10315,70,"12,00",30,0,360,"516,8",2,"258,4",1996-09
10316,41,"7,70",10,0,77,2835,2,"1417,5",1996-09
10316,62,"39,40",70,0,2758,2835,2,"1417,5",1996-09
10317,1,"14,40",20,0,288,288,1,288,1996-09
10318,41,"7,70",20,0,154,"240,4",2,"120,2",1996-10
10318,76,"14,40",6,0,"86,4","240,4",2,"120,2",1996-10
10319,17,"31,20",8,0,"249,6","1191,2",3,"397,0666667",1996-10
10319,28,"36,40",14,0,"509,6","1191,2",3,"397,0666667",1996-10
10319,76,"14,40",30,0,432,"1191,2",3,"397,0666667",1996-10
10320,71,"17,20",30,0,516,516,1,516,1996-10
10321,35,"14,40",10,0,144,144,1,144,1996-10
10322,52,"5,60",20,0,112,112,1,112,1996-10
10323,15,"12,40",5,0,62,"164,4",3,"54,8",1996-10
10323,25,"11,20",4,0,"44,8","164,4",3,"54,8",1996-10
10323,39,"14,40",4,0,"57,6","164,4",3,"54,8",1996-10
10324,16,"13,90",21,"0,15","248,115","5275,715",5,"1055,143",1996-10
10324,35,"14,40",70,"0,15","856,8","5275,715",5,"1055,143",1996-10
10324,46,"9,60",30,0,288,"5275,715",5,"1055,143",1996-10
10324,59,"44,00",40,"0,15",1496,"5275,715",5,"1055,143",1996-10
10324,63,"35,10",80,"0,15","2386,8","5275,715",5,"1055,143",1996-10
10325,6,"20,00",6,0,120,1497,5,"299,4",1996-10
10325,13,"4,80",12,0,"57,6",1497,5,"299,4",1996-10
10325,14,"18,60",9,0,"167,4",1497,5,"299,4",1996-10
10325,31,"10,00",4,0,40,1497,5,"299,4",1996-10
10325,72,"27,80",40,0,1112,1497,5,"299,4",1996-10
10326,4,"17,60",24,0,"422,4",982,3,"327,3333333",1996-10
10326,57,"15,60",16,0,"249,6",982,3,"327,3333333",1996-10
10326,75,"6,20",50,0,310,982,3,"327,3333333",1996-10
10327,2,"15,20",25,"0,2",304,1810,4,"452,5",1996-10
10327,11,"16,80",50,"0,2",672,1810,4,"452,5",1996-10
10327,30,"20,70",35,"0,2","579,6",1810,4,"452,5",1996-10
10327,58,"10,60",30,"0,2","254,4",1810,4,"452,5",1996-10
10328,59,"44,00",9,0,396,1168,3,"389,3333333",1996-10
10328,65,"16,80",40,0,672,1168,3,"389,3333333",1996-10
10328,68,"10,00",10,0,100,1168,3,"389,3333333",1996-10
10329,19,"7,30",10,"0,05","69,35","4578,43",4,"1144,6075",1996-10
10329,30,"20,70",8,"0,05","157,32","4578,43",4,"1144,6075",1996-10
10329,38,"210,80",20,"0,05","4005,2","4578,43",4,"1144,6075",1996-10
10329,56,"30,40",12,"0,05","346,56","4578,43",4,"1144,6075",1996-10
10330,26,"24,90",50,"0,15","1058,25",1649,2,"824,5",1996-10
10330,72,"27,80",25,"0,15","590,75",1649,2,"824,5",1996-10
10331,54,"5,90",15,0,"88,5","88,5",1,"88,5",1996-10
10332,18,"50,00",40,"0,2",1600,"1786,88",3,"595,6266667",1996-10
10332,42,"11,20",10,"0,2","89,6","1786,88",3,"595,6266667",1996-10
10332,47,"7,60",16,"0,2","97,28","1786,88",3,"595,6266667",1996-10
10333,14,"18,60",10,0,186,"877,2",3,"292,4",1996-10
10333,21,"8,00",10,"0,1",72,"877,2",3,"292,4",1996-10
10333,71,"17,20",40,"0,1","619,2","877,2",3,"292,4",1996-10
10334,52,"5,60",8,0,"44,8","144,8",2,"72,4",1996-10
10334,68,"10,00",10,0,100,"144,8",2,"72,4",1996-10
10335,2,"15,20",7,"0,2","85,12","2036,16",4,"509,04",1996-10
10335,31,"10,00",25,"0,2",200,"2036,16",4,"509,04",1996-10
10335,32,"25,60",6,"0,2","122,88","2036,16",4,"509,04",1996-10
10335,51,"42,40",48,"0,2","1628,16","2036,16",4,"509,04",1996-10
10336,4,"17,60",18,"0,1","285,12","285,12",1,"285,12",1996-10
10337,23,"7,20",40,0,288,2467,5,"493,4",1996-10
10337,26,"24,90",24,0,"597,6",2467,5,"493,4",1996-10
10337,36,"15,20",20,0,304,2467,5,"493,4",1996-10
10337,37,"20,80",28,0,"582,4",2467,5,"493,4",1996-10
10337,72,"27,80",25,0,695,2467,5,"493,4",1996-10
10338,17,"31,20",20,0,624,"934,5",2,"467,25",1996-10
10338,30,"20,70",15,0,"310,5","934,5",2,"467,25",1996-10
10339,4,"17,60",10,0,176,3354,3,1118,1996-10
10339,17,"31,20",70,"0,05","2074,8",3354,3,1118,1996-10
10339,62,"39,40",28,0,"1103,2",3354,3,1118,1996-10
10340,18,"50,00",20,"0,05",950,"2436,18",3,"812,06",1996-10
10340,41,"7,70",12,"0,05","87,78","2436,18",3,"812,06",1996-10
10340,43,"36,80",40,"0,05","1398,4","2436,18",3,"812,06",1996-10
10341,33,"2,00",8,0,16,"352,6",2,"176,3",1996-10
10341,59,"44,00",9,"0,15","336,6","352,6",2,"176,3",1996-10
10342,2,"15,20",24,"0,2","291,84","1840,64",4,"460,16",1996-10
10342,31,"10,00",56,"0,2",448,"1840,64",4,"460,16",1996-10
10342,36,"15,20",40,"0,2","486,4","1840,64",4,"460,16",1996-10
10342,55,"19,20",40,"0,2","614,4","1840,64",4,"460,16",1996-10
10343,64,"26,60",50,0,1330,1584,3,528,1996-10
10343,68,"10,00",4,"0,05",38,1584,3,528,1996-10
10343,76,"14,40",15,0,216,1584,3,528,1996-10
10344,4,"17,60",35,0,616,2296,2,1148,1996-11
10344,8,"32,00",70,"0,25",1680,2296,2,1148,1996-11
10345,8,"32,00",70,0,2240,"2924,8",3,"974,9333333",1996-11
10345,19,"7,30",80,0,584,"2924,8",3,"974,9333333",1996-11
10345,42,"11,20",9,0,"100,8","2924,8",3,"974,9333333",1996-11
10346,17,"31,20",36,"0,1","1010,88","1618,88",2,"809,44",1996-11
10346,56,"30,40",20,0,608,"1618,88",2,"809,44",1996-11
10347,25,"11,20",10,0,112,"814,42",4,"203,605",1996-11
10347,39,"14,40",50,"0,15",612,"814,42",4,"203,605",1996-11
10347,40,"14,70",4,0,"58,8","814,42",4,"203,605",1996-11
10347,75,"6,20",6,"0,15","31,62","814,42",4,"203,605",1996-11
10348,1,"14,40",15,"0,15","183,6","363,6",2,"181,8",1996-11
10348,23,"7,20",25,0,180,"363,6",2,"181,8",1996-11
10349,54,"5,90",24,0,"141,6","141,6",1,"141,6",1996-11
10350,50,"13,00",15,"0,1","175,5","642,06",2,"321,03",1996-11
10350,69,"28,80",18,"0,1","466,56","642,06",2,"321,03",1996-11
10351,38,"210,80",20,"0,05","4005,2","5398,725",4,"1349,68125",1996-11
10351,41,"7,70",13,0,"100,1","5398,725",4,"1349,68125",1996-11
10351,44,"15,50",77,"0,05","1133,825","5398,725",4,"1349,68125",1996-11
10351,65,"16,80",10,"0,05","159,6","5398,725",4,"1349,68125",1996-11
10352,24,"3,60",10,0,36,"136,3",2,"68,15",1996-11
10352,54,"5,90",20,"0,15","100,3","136,3",2,"68,15",1996-11
10353,11,"16,80",12,"0,2","161,28","8593,28",2,"4296,64",1996-11
10353,38,"210,80",50,"0,2",8432,"8593,28",2,"4296,64",1996-11
10354,1,"14,40",12,0,"172,8","568,8",2,"284,4",1996-11
10354,29,"99,00",4,0,396,"568,8",2,"284,4",1996-11
10355,24,"3,60",25,0,90,480,2,240,1996-11
10355,57,"15,60",25,0,390,480,2,240,1996-11
10356,31,"10,00",30,0,300,"1106,4",3,"368,8",1996-11
10356,55,"19,20",12,0,"230,4","1106,4",3,"368,8",1996-11
10356,69,"28,80",20,0,576,"1106,4",3,"368,8",1996-11
10357,10,"24,80",30,"0,2","595,2","1167,68",3,"389,2266667",1996-11
10357,26,"24,90",16,0,"398,4","1167,68",3,"389,2266667",1996-11
10357,60,"27,20",8,"0,2","174,08","1167,68",3,"389,2266667",1996-11
10358,24,"3,60",10,"0,05","34,2","429,4",3,"143,1333333",1996-11
10358,34,"11,20",10,"0,05","106,4","429,4",3,"143,1333333",1996-11
10358,36,"15,20",20,"0,05","288,8","429,4",3,"143,1333333",1996-11
10359,16,"13,90",56,"0,05","739,48","3471,68",3,"1157,226667",1996-11
10359,31,"10,00",70,"0,05",665,"3471,68",3,"1157,226667",1996-11
10359,60,"27,20",80,"0,05","2067,2","3471,68",3,"1157,226667",1996-11
10360,28,"36,40",30,0,1092,"7390,2",5,"1478,04",1996-11
10360,29,"99,00",35,0,3465,"7390,2",5,"1478,04",1996-11
10360,38,"210,80",10,0,2108,"7390,2",5,"1478,04",1996-11
10360,49,"16,00",35,0,560,"7390,2",5,"1478,04",1996-11
10360,54,"5,90",28,0,"165,2","7390,2",5,"1478,04",1996-11
10361,39,"14,40",54,"0,1","699,84","2046,24",2,"1023,12",1996-11
10361,60,"27,20",55,"0,1","1346,4","2046,24",2,"1023,12",1996-11
10362,25,"11,20",50,0,560,"1549,6",3,"516,5333333",1996-11
10362,51,"42,40",20,0,848,"1549,6",3,"516,5333333",1996-11
10362,54,"5,90",24,0,"141,6","1549,6",3,"516,5333333",1996-11
10363,31,"10,00",20,0,200,"447,2",3,"149,0666667",1996-11
10363,75,"6,20",12,0,"74,4","447,2",3,"149,0666667",1996-11
10363,76,"14,40",12,0,"172,8","447,2",3,"149,0666667",1996-11
10364,69,"28,80",30,0,864,950,2,475,1996-11
10364,71,"17,20",5,0,86,950,2,475,1996-11
10365,11,"16,80",24,0,"403,2","403,2",1,"403,2",1996-11
10366,65,"16,80",5,0,84,136,2,68,1996-11
10366,77,"10,40",5,0,52,136,2,68,1996-11
10367,34,"11,20",36,0,"403,2","834,2",4,"208,55",1996-11
10367,54,"5,90",18,0,"106,2","834,2",4,"208,55",1996-11
10367,65,"16,80",15,0,252,"834,2",4,"208,55",1996-11
10367,77,"10,40",7,0,"72,8","834,2",4,"208,55",1996-11
10368,21,"8,00",5,"0,1",36,"1689,78",4,"422,445",1996-11
10368,28,"36,40",13,"0,1","425,88","1689,78",4,"422,445",1996-11
10368,57,"15,60",25,0,390,"1689,78",4,"422,445",1996-11
10368,64,"26,60",35,"0,1","837,9","1689,78",4,"422,445",1996-11
10369,29,"99,00",20,0,1980,"2390,4",2,"1195,2",1996-12
10369,56,"30,40",18,"0,25","410,4","2390,4",2,"1195,2",1996-12
10370,1,"14,40",15,"0,15","183,6","1117,6",3,"372,5333333",1996-12
10370,64,"26,60",30,0,798,"1117,6",3,"372,5333333",1996-12
10370,74,"8,00",20,"0,15",136,"1117,6",3,"372,5333333",1996-12
10371,36,"15,20",6,"0,2","72,96","72,96",1,"72,96",1996-12
10372,20,"64,80",12,"0,25","583,2","9210,9",4,"2302,725",1996-12
10372,38,"210,80",40,"0,25",6324,"9210,9",4,"2302,725",1996-12
10372,60,"27,20",70,"0,25",1428,"9210,9",4,"2302,725",1996-12
10372,72,"27,80",42,"0,25","875,7","9210,9",4,"2302,725",1996-12
10373,58,"10,60",80,"0,2","678,4","1366,4",2,"683,2",1996-12
10373,71,"17,20",50,"0,2",688,"1366,4",2,"683,2",1996-12
10374,31,"10,00",30,0,300,459,2,"229,5",1996-12
10374,58,"10,60",15,0,159,459,2,"229,5",1996-12
10375,14,"18,60",15,0,279,338,2,169,1996-12
10375,54,"5,90",10,0,59,338,2,169,1996-12
10376,31,"10,00",42,"0,05",399,399,1,399,1996-12
10377,28,"36,40",20,"0,15","618,8","863,6",2,"431,8",1996-12
10377,39,"14,40",20,"0,15","244,8","863,6",2,"431,8",1996-12
10378,71,"17,20",6,0,"103,2","103,2",1,"103,2",1996-12
10379,41,"7,70",8,"0,1","55,44","863,28",3,"287,76",1996-12
10379,63,"35,10",16,"0,1","505,44","863,28",3,"287,76",1996-12
10379,65,"16,80",20,"0,1","302,4","863,28",3,"287,76",1996-12
10380,30,"20,70",18,"0,1","335,34","1313,82",4,"328,455",1996-12
10380,53,"26,20",20,"0,1","471,6","1313,82",4,"328,455",1996-12
10380,60,"27,20",6,"0,1","146,88","1313,82",4,"328,455",1996-12
10380,70,"12,00",30,0,360,"1313,82",4,"328,455",1996-12
10381,74,"8,00",14,0,112,112,1,112,1996-12
10382,5,"17,00",32,0,544,2900,5,580,1996-12
10382,18,"50,00",9,0,450,2900,5,580,1996-12
10382,29,"99,00",14,0,1386,2900,5,580,1996-12
10382,33,"2,00",60,0,120,2900,5,580,1996-12
10382,74,"8,00",50,0,400,2900,5,580,1996-12
10383,13,"4,80",20,0,96,899,3,"299,6666667",1996-12
10383,50,"13,00",15,0,195,899,3,"299,6666667",1996-12
10383,56,"30,40",20,0,608,899,3,"299,6666667",1996-12
10384,20,"64,80",28,0,"1814,4","2222,4",2,"1111,2",1996-12
10384,60,"27,20",15,0,408,"2222,4",2,"1111,2",1996-12
10385,7,"24,00",10,"0,2",192,"691,2",3,"230,4",1996-12
10385,60,"27,20",20,"0,2","435,2","691,2",3,"230,4",1996-12
10385,68,"10,00",8,"0,2",64,"691,2",3,"230,4",1996-12
10386,24,"3,60",15,0,54,166,2,83,1996-12
10386,34,"11,20",10,0,112,166,2,83,1996-12
10387,24,"3,60",15,0,54,"1058,4",4,"264,6",1996-12
10387,28,"36,40",6,0,"218,4","1058,4",4,"264,6",1996-12
10387,59,"44,00",12,0,528,"1058,4",4,"264,6",1996-12
10387,71,"17,20",15,0,258,"1058,4",4,"264,6",1996-12
10388,45,"7,60",15,"0,2","91,2","1228,8",3,"409,6",1996-12
10388,52,"5,60",20,"0,2","89,6","1228,8",3,"409,6",1996-12
10388,53,"26,20",40,0,1048,"1228,8",3,"409,6",1996-12
10389,10,"24,80",16,0,"396,8","1832,8",4,"458,2",1996-12
10389,55,"19,20",15,0,288,"1832,8",4,"458,2",1996-12
10389,62,"39,40",20,0,788,"1832,8",4,"458,2",1996-12
10389,70,"12,00",30,0,360,"1832,8",4,"458,2",1996-12
10390,31,"10,00",60,"0,1",540,"2090,88",4,"522,72",1996-12
10390,35,"14,40",40,"0,1","518,4","2090,88",4,"522,72",1996-12
10390,46,"9,60",45,0,432,"2090,88",4,"522,72",1996-12
10390,72,"27,80",24,"0,1","600,48","2090,88",4,"522,72",1996-12
10391,13,"4,80",18,0,"86,4","86,4",1,"86,4",1996-12
10392,69,"28,80",50,0,1440,1440,1,1440,1996-12
10393,2,"15,20",25,"0,25",285,"2556,95",5,"511,39",1996-12
10393,14,"18,60",42,"0,25","585,9","2556,95",5,"511,39",1996-12
10393,25,"11,20",7,"0,25","58,8","2556,95",5,"511,39",1996-12
10393,26,"24,90",70,"0,25","1307,25","2556,95",5,"511,39",1996-12
10393,31,"10,00",32,0,320,"2556,95",5,"511,39",1996-12
10394,13,"4,80",10,0,48,442,2,221,1996-12
10394,62,"39,40",10,0,394,442,2,221,1996-12
10395,46,"9,60",28,"0,1","241,92","2122,92",3,"707,64",1996-12
10395,53,"26,20",70,"0,1","1650,6","2122,92",3,"707,64",1996-12
10395,69,"28,80",8,0,"230,4","2122,92",3,"707,64",1996-12
10396,23,"7,20",40,0,288,"1903,8",3,"634,6",1996-12
10396,71,"17,20",60,0,1032,"1903,8",3,"634,6",1996-12
10396,72,"27,80",21,0,"583,8","1903,8",3,"634,6",1996-12
10397,21,"8,00",10,"0,15",68,"716,72",2,"358,36",1996-12
10397,51,"42,40",18,"0,15","648,72","716,72",2,"358,36",1996-12
